State Name,District Name,Total Literacy Rate (%),Total Literacy Rate Urban (%),Total Literacy Rate Rural (%),Total Literacy Rate Male (%),Total Literacy Rate Male Urban (%),Total Literacy Rate Male Rural (%),Total Literacy Rate Female (%),Total Literacy Rate Urban Female (%),Total Literacy Rate Rural Female (%),Education (%),Medical (%),Post Office (%),Telephone (%),Transport Communications (%),Banks (%),Agricultural  Credit Societies (%),Approach by Pucca Road (%),Total Workers (%),Total Male Workers (%),Total Female Workers (%),Total Slum Population,Slum Population (%),Rural Population (%),Urban Population (%),Total good condition households (%),Total livable condition households (%),Total dilapidated condition households (%),Rural good condition households (%),Rural livable condition households (%),Rural dilapidated condition households (%),Urban good condition households (%),Urban livable condition households (%),Urban dilapidated condition households (%),Total Material of house roof is concrete (%),Rural Material of house roof is concrete (%),Urban Material of house roof is concrete (%),Total tapwater from treated source (%),Rural tapwater from treated source (%),Urban tapwater from treated source (%),Total Location of drinking water resource (%),Rural Location of drinking water resource (%),Urban Location of drinking water resource (%),Total Electricity as Lightning Source (%),Rural Electricity as Lightning Source (%),Urban Electricity as Lightning Source (%),Total Latrine facility within premises (%),Rural Latrine facility within premises (%),Urban Latrine facility within premises (%),Total Bathroom with roof within premises (%),Rural Bathroom with roof within premises (%),Urban Bathroom with roof within premises (%),Total Bathroom without roof within premises (%),Rural Bathroom without roof within premises (%),Urban Bathroom without roof within premises (%),Total waste water outlet connect to closed drainage (%),Rural waste water outlet connect to closed drainage (%),Urban waste water outlet connect to closed drainage (%),Total waste water outlet connect to open drainage (%),Rural waste water outlet connect to open drainage (%),Urban waste water outlet connect to open drainage (%),Total Fuel Used LPG+Biogas (%),Rural Fuel Used LPG+Biogas (%),Urban Fuel Used LPG+Biogas (%),Total cooking inside house (%),Rural cooking inside house (%),Urban cooking inside house (%),Total cooking outside house (%),Rural cooking outside house (%),Urban cooking outside house (%),Total no cooking (%),Rural no cooking (%),Urban no cooking (%),Total households availing banking services (%),Rural households availing banking services (%),Urban households availing banking services (%),Total households with no assets (%),Rural households with no assets (%),Urban households with no assets (%)
Jharkhand,Bokaro,L,L,M,L,L,L,M,L,M,L,M,S,M,S,S,S,L,S,M,S,L,S,M,M,M,M,S,M,M,S,M,M,S,M,M,M,S,S,M,M,S,M,L,M,L,M,S,M,S,S,M,S,S,S,S,S,S,S,S,M,S,S,M,L,L,L,S,S,S,S,S,S,M,M,L,S,S,S
Jharkhand,Chatra,M,L,M,L,L,L,M,L,M,L,S,S,M,S,S,S,L,M,M,S,L,S,L,S,M,M,S,M,M,S,M,M,S,S,S,M,S,S,S,S,S,M,S,S,L,S,S,M,S,S,M,S,S,S,S,S,S,S,S,M,S,S,M,L,L,L,S,S,S,S,S,S,M,M,L,S,S,S
Jharkhand,Deoghar,M,L,M,L,L,L,M,L,M,L,S,S,M,S,S,S,L,M,M,S,L,S,L,S,M,M,S,M,M,S,M,M,S,S,S,M,S,S,S,S,S,M,M,M,L,S,S,L,S,S,M,S,S,S,S,S,S,S,S,M,S,S,M,L,L,L,S,S,S,S,S,S,M,M,L,S,S,S
Jharkhand,Dhanbad,L,L,L,L,L,L,M,L,M,L,S,S,M,S,S,S,L,S,M,S,L,S,M,M,M,M,S,M,M,S,M,M,S,M,M,M,S,S,M,S,S,M,L,L,L,M,S,M,S,S,M,S,S,S,S,S,S,M,S,M,S,S,S,L,L,L,S,S,S,S,S,S,L,M,L,S,S,S
Jharkhand,Dumka,M,L,M,L,L,L,M,L,M,L,S,S,M,S,S,S,L,M,M,M,L,S,L,S,S,M,S,S,M,S,M,M,S,S,S,M,S,S,S,S,S,M,S,S,L,S,S,M,S,S,M,S,S,S,S,S,S,S,S,M,S,S,M,L,L,L,S,S,S,S,S,S,M,M,L,S,S,S
Jharkhand,Garhwa,M,L,M,L,L,L,M,L,M,L,M,S,M,M,S,S,L,M,M,M,S,S,L,S,M,M,S,S,M,S,M,M,S,S,S,M,S,S,S,S,S,M,S,S,M,S,S,M,S,S,M,S,S,S,S,S,S,S,S,M,S,S,S,L,L,L,S,S,S,S,S,S,M,M,M,M,M,S
Jharkhand,Giridih,M,L,M,L,L,L,M,L,M,L,S,S,M,S,S,S,L,M,M,M,L,S,L,S,M,M,S,M,M,S,M,M,S,M,S,M,S,S,S,S,S,M,S,S,L,S,S,M,S,S,M,S,S,S,S,S,S,S,S,M,S,S,S,L,L,L,S,S,S,S,S,S,M,M,L,S,S,S
Jharkhand,Godda,M,L,M,L,L,L,M,L,M,M,S,S,M,S,S,S,L,M,M,S,S,S,L,S,S,M,S,S,M,S,M,M,S,S,S,M,S,S,S,S,S,M,S,S,L,S,S,M,S,S,M,S,S,S,S,S,S,S,S,M,S,S,S,L,L,L,S,S,S,S,S,S,M,M,L,S,S,S
Jharkhand,Gumla,M,L,M,L,L,L,M,L,M,L,M,S,M,S,S,S,L,M,M,M,L,S,L,S,M,M,S,M,M,S,M,M,S,S,S,S,S,S,S,S,S,M,S,S,L,S,S,L,S,S,M,S,S,S,S,S,S,S,S,M,S,S,M,L,L,L,S,S,S,S,S,S,M,M,L,S,S,S
Jharkhand,Hazaribagh,L,L,M,L,L,L,M,L,M,L,S,S,M,S,S,S,L,M,M,S,L,S,L,S,M,M,S,M,M,S,M,S,S,M,M,L,S,S,S,S,S,M,M,M,L,S,S,L,S,S,M,S,S,S,S,S,S,S,S,M,S,S,M,L,L,L,S,S,S,S,S,S,L,M,L,S,S,S
Jharkhand,Jamtara,M,L,M,L,L,L,M,L,M,L,S,S,M,S,S,S,L,M,M,S,L,S,L,S,M,M,S,S,M,S,M,M,S,S,S,M,S,S,S,S,S,M,S,S,L,S,S,M,S,S,M,S,S,S,S,S,S,S,S,M,S,S,S,L,L,L,S,S,S,S,S,S,M,M,M,S,S,S
Jharkhand,Khunti,M,L,M,L,L,L,M,L,M,L,M,S,M,S,S,S,L,M,M,M,L,S,L,S,M,M,S,M,M,S,M,M,S,S,S,S,S,S,S,S,S,M,S,S,L,S,S,M,S,S,M,S,S,S,S,S,S,S,S,S,S,S,S,L,L,L,S,S,S,S,S,S,M,M,L,S,S,S
Jharkhand,Kodarma,L,L,M,L,L,L,M,L,M,L,M,S,M,S,S,S,L,M,M,S,L,S,L,S,M,M,S,M,M,S,M,M,S,M,M,L,S,S,S,S,S,M,M,M,L,S,S,M,S,S,M,S,S,S,S,S,S,S,S,M,S,S,M,L,L,L,S,S,S,S,S,S,M,M,L,S,S,S
Jharkhand,Latehar,M,L,M,L,L,L,M,L,M,L,S,S,M,S,S,S,L,M,M,M,L,S,L,S,M,M,S,M,M,S,M,M,S,S,S,M,S,S,S,S,S,M,S,S,L,S,S,M,S,S,M,S,S,S,S,S,S,S,S,S,S,S,S,L,L,L,S,S,S,S,S,S,M,M,M,M,M,S
Jharkhand,Lohardaga,L,L,M,L,L,L,M,L,M,L,M,S,M,S,S,S,L,M,M,M,L,S,L,S,M,M,S,M,M,S,M,M,S,S,S,M,S,S,S,S,S,M,S,S,L,S,S,L,S,S,M,S,S,S,S,S,S,S,S,M,S,S,M,L,L,L,S,S,S,S,S,S,M,M,L,S,S,S
Jharkhand,Pakur,M,M,M,M,L,M,M,M,M,L,S,S,S,S,S,S,L,M,M,M,S,S,L,S,M,M,S,S,M,S,M,M,S,S,S,M,S,S,S,S,S,S,S,S,L,S,S,M,S,S,M,S,S,S,S,S,S,S,S,M,S,S,S,L,L,L,S,S,S,S,S,S,S,S,M,M,M,S
Jharkhand,Palamu,M,L,M,L,L,L,M,L,M,L,S,S,M,M,S,S,L,M,M,S,L,S,L,S,M,M,S,S,M,S,M,M,S,S,S,M,S,S,S,S,S,M,S,S,L,S,S,M,S,S,M,S,S,S,S,S,S,S,S,M,S,S,M,L,L,L,S,S,S,S,S,S,M,M,L,S,S,S
Jharkhand,Pashchimi Singhbhum,M,L,M,L,L,L,M,L,M,L,L,S,M,S,S,S,L,M,M,M,L,S,L,S,M,M,S,M,M,S,M,M,S,S,S,S,S,S,M,S,S,M,M,M,L,S,S,M,S,S,M,S,S,S,S,S,S,S,S,M,S,S,M,L,L,L,S,S,S,S,S,S,M,M,L,S,S,S
Jharkhand,Purbi Singhbhum,L,L,M,L,L,L,L,L,M,L,S,S,M,S,S,S,L,M,M,S,L,S,M,M,M,M,S,M,M,S,L,S,S,M,S,M,S,S,M,M,S,L,L,L,L,M,S,L,M,S,L,S,S,S,S,S,M,S,S,M,M,S,M,L,L,L,S,S,S,S,S,S,M,M,L,S,S,S
Jharkhand,Ramgarh,L,L,L,L,L,L,M,L,M,L,S,S,M,M,S,S,L,S,M,S,S,S,M,M,M,M,S,M,M,S,M,M,S,M,M,M,S,S,M,M,S,M,L,L,L,S,S,M,S,S,M,S,S,S,S,S,S,M,S,M,S,S,S,L,L,L,S,S,S,S,S,S,M,M,L,S,S,S
Jharkhand,Ranchi,L,L,L,L,L,L,L,L,M,L,M,S,M,S,S,S,L,M,M,S,L,S,M,M,M,M,S,M,M,S,M,S,S,S,S,M,S,S,S,M,S,L,M,M,L,M,S,L,S,S,L,S,S,S,S,S,S,S,S,M,S,S,M,L,L,L,S,S,S,S,S,S,M,M,L,S,S,S
Jharkhand,Sahibganj,M,L,M,M,L,M,M,M,M,M,S,S,M,S,S,S,L,M,M,M,L,S,L,S,S,M,S,S,M,S,M,M,S,S,S,M,S,S,S,S,S,M,S,S,M,S,S,M,S,S,S,S,S,S,S,S,S,S,S,M,S,S,S,L,L,L,S,S,S,S,S,S,S,S,M,M,M,S
Jharkhand,Saraikela-Kharsawan,L,L,M,L,L,L,M,L,M,L,M,S,M,S,S,S,L,M,M,S,L,S,L,S,M,M,S,M,M,S,M,M,S,S,S,M,S,S,S,S,S,M,M,M,L,S,S,M,S,S,M,S,S,S,S,S,S,S,S,S,S,S,M,L,L,L,S,S,S,S,S,S,M,M,L,S,S,S
Jharkhand,Simdega,L,L,M,L,L,L,M,L,M,L,M,S,M,M,S,S,L,M,M,M,L,S,L,S,M,M,S,M,M,S,M,M,S,S,S,S,S,S,S,S,S,M,S,S,L,S,S,M,S,S,M,S,S,S,S,S,S,S,S,S,S,S,S,L,L,L,S,S,S,S,S,S,M,M,M,S,S,S
Karnataka,Bagalkot,L,L,M,L,L,L,M,L,M,L,L,M,L,L,S,M,L,M,M,S,L,S,L,S,M,M,S,M,M,S,M,S,S,S,S,M,M,S,M,S,S,M,L,L,L,S,S,M,M,M,L,S,S,S,S,S,S,S,S,M,S,S,M,L,L,L,S,S,S,S,S,S,M,M,M,S,S,S
Karnataka,Bangalore,L,L,L,L,L,L,L,L,L,L,M,S,L,L,S,S,L,M,M,S,L,S,S,L,L,S,S,L,S,S,L,S,S,L,M,L,M,S,L,L,M,L,L,L,L,L,L,L,L,L,L,S,S,S,L,S,L,S,M,S,L,M,L,L,L,L,S,S,S,S,S,S,L,M,L,S,S,S
Karnataka,Bangalore Rural,L,L,L,L,L,L,L,L,L,L,M,S,L,L,S,S,L,M,M,S,L,S,L,S,M,M,S,M,M,S,L,S,S,S,S,M,S,S,S,S,S,M,L,L,L,L,L,L,L,L,L,S,S,S,S,S,S,M,M,L,M,S,M,L,L,L,S,S,S,S,S,S,M,M,M,S,S,S
Karnataka,Belgaum,L,L,L,L,L,L,M,L,M,L,L,M,L,L,S,M,L,M,M,S,L,S,L,S,M,M,S,M,M,S,L,S,S,S,S,M,M,S,L,M,S,M,L,L,L,S,S,L,M,M,L,S,S,S,S,S,M,S,S,M,S,S,M,L,L,L,S,S,S,S,S,S,L,L,L,S,S,S
Karnataka,Bellary,L,L,M,L,L,L,M,L,M,L,L,L,L,L,S,S,L,M,M,M,L,S,M,M,M,M,S,M,M,S,L,S,S,S,S,M,M,S,L,M,S,M,L,L,L,S,S,M,M,M,L,S,S,S,S,S,M,M,M,M,S,S,M,L,L,L,S,S,S,S,S,S,M,M,M,S,S,S
Karnataka,Bidar,L,L,L,L,L,L,M,L,M,L,L,M,L,L,S,S,L,M,M,S,L,S,L,S,M,M,S,M,M,S,L,S,S,S,S,M,S,S,M,S,S,M,L,L,L,S,S,L,M,M,L,S,S,S,S,S,S,M,S,M,S,S,M,L,L,L,S,S,S,S,S,S,M,M,M,S,S,S
Karnataka,Bijapur,L,L,M,L,L,L,M,L,M,L,L,M,L,L,S,S,L,M,M,S,L,S,L,S,M,M,S,M,M,S,L,S,S,S,S,M,S,S,L,S,S,M,L,L,L,S,S,M,M,M,L,S,S,S,S,S,M,S,S,S,S,S,M,L,L,L,S,S,S,S,S,S,M,M,M,S,S,S
Karnataka,Chamarajanagar,M,L,M,L,L,M,M,L,M,L,L,M,L,L,S,S,L,M,M,S,L,S,L,S,M,M,S,M,M,S,M,M,S,S,S,S,S,S,L,S,S,M,L,L,L,S,S,M,M,M,L,S,S,S,S,S,S,M,M,M,S,S,M,L,L,L,S,S,S,S,S,S,M,M,M,S,S,S
Karnataka,Chikkaballapura,L,L,M,L,L,L,M,L,M,L,S,S,L,L,S,S,L,M,M,M,L,S,L,S,M,M,S,M,M,S,L,S,S,S,S,M,S,S,M,S,S,M,L,L,L,M,S,L,M,M,L,S,S,S,S,S,S,M,M,M,S,S,M,L,L,L,S,S,S,S,S,S,M,M,M,S,S,S
Karnataka,Chikmagalur,L,L,L,L,L,L,L,L,L,L,M,S,L,L,S,S,L,M,M,M,L,S,L,S,M,M,S,M,M,S,M,S,S,S,S,M,S,S,M,M,S,M,L,L,L,M,M,L,L,L,L,S,S,S,S,S,S,M,M,L,S,S,L,L,L,L,S,S,S,S,S,S,M,M,M,S,S,S
Karnataka,Chitradurga,L,L,L,L,L,L,M,L,M,L,M,S,L,L,S,S,L,M,M,M,L,S,L,S,M,M,S,M,M,S,M,S,S,S,S,M,S,S,L,S,S,M,L,L,L,S,S,L,M,M,L,S,S,S,S,S,S,M,M,M,S,S,M,L,L,L,S,S,S,S,S,S,M,M,M,S,S,S
Karnataka,Dakshina Kannada,L,L,L,L,L,L,L,L,L,L,L,L,L,L,S,S,L,M,M,M,L,S,M,M,M,M,S,M,M,S,L,S,S,S,S,M,S,S,M,L,L,L,L,L,L,L,L,L,L,L,L,S,S,S,S,S,S,S,S,S,M,S,L,L,L,L,S,S,S,S,S,S,L,L,L,S,S,S
Karnataka,Davanagere,L,L,L,L,L,L,L,L,M,L,M,M,L,L,S,S,L,M,M,S,L,S,L,S,M,M,S,M,M,S,M,S,S,S,S,M,M,S,L,S,S,M,L,L,L,M,S,L,L,M,L,S,S,S,S,S,M,M,M,M,S,S,M,L,L,L,S,S,S,S,S,S,M,M,M,S,S,S
Karnataka,Dharwad,L,L,L,L,L,L,L,L,M,L,L,M,L,L,S,M,L,M,M,S,L,S,M,M,M,M,S,M,M,S,L,S,S,S,S,M,M,S,L,M,S,L,L,L,L,M,S,L,L,L,L,S,S,S,M,S,M,S,S,S,M,S,M,L,L,L,S,S,S,S,S,S,L,L,M,S,S,S
Karnataka,Gadag,L,L,L,L,L,L,M,L,M,L,L,M,L,L,S,M,L,M,M,M,L,S,M,M,M,M,S,M,M,S,M,M,S,S,S,S,M,S,M,S,S,M,L,L,L,S,S,M,L,L,L,S,S,S,S,S,S,M,S,M,S,S,M,L,L,L,S,S,S,S,S,S,L,L,M,S,S,S
Karnataka,Gulbarga,M,L,M,L,L,L,M,L,M,L,L,M,L,L,S,S,L,M,M,S,L,S,L,S,M,M,S,M,M,S,L,S,S,S,S,M,M,S,M,S,S,M,L,L,L,S,S,L,M,M,L,S,S,S,S,S,M,S,S,S,S,S,M,L,L,L,S,S,S,S,S,S,M,M,M,S,S,S
Karnataka,Hassan,L,L,L,L,L,L,L,L,M,L,S,S,L,L,S,S,L,M,M,M,L,S,L,S,M,M,S,M,M,S,L,S,S,S,S,M,S,S,L,M,S,L,L,L,L,M,S,L,L,L,L,S,S,S,S,S,M,M,M,M,S,S,M,L,L,L,S,S,S,S,S,S,L,L,L,S,S,S
Karnataka,Haveri,L,L,L,L,L,L,L,L,L,L,L,M,L,L,S,S,L,M,M,S,L,S,L,S,M,M,S,M,M,S,L,S,S,S,S,S,S,S,M,S,S,M,L,L,L,M,S,L,L,L,L,S,S,S,S,S,S,M,M,L,S,S,M,L,L,L,S,S,S,S,S,S,M,L,M,S,S,S
Karnataka,Kodagu,L,L,L,L,L,L,L,L,L,L,L,L,L,L,S,S,L,M,M,M,L,S,L,S,M,M,S,M,M,S,M,M,S,S,S,M,S,S,L,M,M,L,L,L,L,L,L,L,L,L,L,S,S,S,S,S,M,M,M,M,S,S,L,L,L,L,S,S,S,S,S,S,L,L,L,S,S,S
Karnataka,Kolar,L,L,L,L,L,L,L,L,M,L,S,S,L,L,S,S,L,M,M,M,L,S,L,S,M,M,S,M,M,S,L,S,S,S,S,M,S,S,M,S,S,M,L,L,L,M,S,L,M,M,L,S,S,S,S,S,S,M,M,M,S,S,M,L,L,L,S,S,S,S,S,S,M,M,M,S,S,S
Karnataka,Koppal,L,L,M,L,L,L,M,L,M,L,L,M,L,L,S,S,L,M,M,M,L,M,L,S,M,M,S,M,M,S,L,S,S,S,S,M,M,S,L,S,S,M,L,L,L,S,S,M,M,M,L,S,S,S,S,S,S,M,S,L,S,S,M,L,L,L,S,S,S,S,S,S,M,M,M,S,S,S
Karnataka,Mandya,L,L,L,L,L,L,M,L,M,L,M,S,L,L,S,S,L,M,M,S,L,S,L,S,M,M,S,M,M,S,M,S,S,S,S,M,M,S,L,M,S,L,L,L,L,M,S,L,L,L,L,S,S,S,S,S,M,M,M,M,S,S,M,L,L,L,S,S,S,S,S,S,M,M,M,S,S,S
Karnataka,Mysore,L,L,M,L,L,L,L,L,M,L,M,M,L,L,S,S,L,M,M,S,L,S,M,M,M,M,S,M,M,S,L,S,S,S,S,M,M,M,L,M,M,L,L,L,L,M,S,L,L,L,L,S,S,S,M,S,L,M,M,S,M,S,L,L,L,L,S,S,S,S,S,S,M,M,M,S,S,S
Karnataka,Raichur,M,L,M,L,L,M,M,L,M,L,L,S,L,L,S,S,L,M,M,M,L,S,L,S,M,M,S,M,M,S,M,S,S,S,S,M,M,S,L,S,S,M,L,L,L,S,S,M,M,M,L,S,S,S,S,S,S,S,S,M,S,S,M,L,L,L,S,S,S,S,S,S,M,M,M,S,S,S
Karnataka,Ramanagara,L,L,M,L,L,L,M,L,M,L,M,S,L,L,S,S,L,M,M,M,L,S,L,S,M,M,S,M,M,S,M,M,S,S,S,M,M,S,L,S,S,L,L,L,L,M,S,L,L,L,L,S,S,S,S,S,M,M,M,M,S,S,M,L,L,L,S,S,S,S,S,S,M,M,M,S,S,S
Karnataka,Shimoga,L,L,L,L,L,L,L,L,L,L,M,S,L,L,S,S,L,M,M,S,L,S,M,M,M,M,S,M,M,S,M,S,S,S,S,M,M,S,L,M,M,M,L,L,L,L,M,L,L,L,L,S,S,S,S,S,S,M,M,M,M,S,M,L,L,L,S,S,S,S,S,S,L,L,M,S,S,S
Karnataka,Tumkur,L,L,L,L,L,L,L,L,M,L,S,S,L,L,S,S,L,M,M,M,L,S,L,S,M,M,S,M,M,S,L,S,S,S,S,M,S,S,M,S,S,M,L,L,L,S,S,L,L,M,L,S,S,S,S,S,S,M,S,M,S,S,M,L,L,L,S,S,S,S,S,S,M,M,M,S,S,S
Karnataka,Udupi,L,L,L,L,L,L,L,L,L,L,L,L,L,L,S,S,L,M,M,S,L,S,L,S,M,S,S,M,M,S,L,S,S,S,S,M,S,S,S,L,L,L,L,L,L,L,L,L,L,L,L,S,S,S,S,S,S,S,S,S,M,S,M,L,L,L,S,S,S,S,S,S,L,L,L,S,S,S
Karnataka,Uttara Kannada,L,L,L,L,L,L,L,L,L,L,M,M,L,L,S,S,L,M,M,S,L,S,L,S,M,M,S,M,M,S,M,M,S,S,S,S,S,S,M,M,M,L,L,L,L,M,M,L,L,L,L,S,S,S,S,S,S,S,S,M,S,S,M,L,L,L,S,S,S,S,S,S,L,L,L,S,S,S
Karnataka,Yadgir,M,L,M,M,L,M,M,M,M,L,L,M,L,L,S,S,L,M,M,M,L,M,L,S,M,M,S,M,M,S,M,M,S,S,S,M,S,S,M,S,S,M,L,L,L,S,S,M,M,M,M,S,S,S,S,S,S,S,S,M,S,S,M,L,L,L,S,S,S,S,S,S,M,M,M,S,M,S
Kerala,Alappuzha,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,M,M,S,L,S,M,M,M,S,S,M,S,S,L,S,S,M,M,M,S,S,S,L,L,L,L,L,L,L,L,L,L,L,L,S,S,S,S,S,S,S,S,S,M,M,M,L,L,L,S,S,S,S,S,S,L,L,M,S,S,S
Kerala,Ernakulam,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,M,M,S,L,S,S,L,L,S,S,M,S,S,L,S,S,M,M,L,M,S,M,L,L,L,L,L,L,L,L,L,L,L,L,S,S,S,M,S,M,S,S,S,M,M,L,L,L,L,S,S,S,S,S,S,L,L,L,S,S,S
Kerala,Idukki,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,M,L,M,M,S,L,S,L,S,M,M,S,M,M,S,L,S,S,S,S,M,S,S,M,M,M,L,L,L,L,L,L,L,L,L,L,S,S,S,S,S,M,S,S,S,S,S,L,L,L,L,S,S,S,S,S,S,L,L,L,S,S,S
Kerala,Kannur,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,M,L,S,M,S,S,S,M,M,L,S,S,M,S,S,L,S,S,M,M,M,S,S,S,L,L,L,L,L,L,L,L,L,L,L,L,S,S,S,M,S,M,S,S,S,S,S,S,L,L,L,S,S,S,S,S,S,L,L,L,S,S,S
Kerala,Kasaragod,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,M,L,M,M,S,L,S,M,M,L,S,S,M,S,S,L,S,S,M,M,M,S,S,S,L,M,L,L,L,L,L,L,L,L,L,L,S,S,S,S,S,S,S,S,S,S,S,M,L,L,L,S,S,S,S,S,S,L,L,L,S,S,S
Kerala,Kollam,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,M,M,S,L,S,M,M,M,S,S,M,S,S,L,S,S,M,M,M,S,S,S,L,L,L,L,L,L,L,L,L,L,L,L,S,S,S,S,S,S,S,S,S,M,S,M,L,L,L,S,S,S,S,S,S,L,L,L,S,S,S
Kerala,Kottayam,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,M,M,S,L,S,L,S,M,S,S,M,M,S,L,S,S,M,S,M,S,S,S,L,L,L,L,L,L,L,L,L,L,L,L,S,S,S,S,S,M,S,S,S,M,S,M,L,L,L,S,S,S,S,S,S,L,L,L,S,S,S
Kerala,Kozhikode,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,S,L,S,M,S,L,S,S,L,L,S,S,M,S,S,L,S,S,M,M,M,S,S,S,L,L,L,L,L,L,L,L,L,L,L,L,S,S,S,M,S,M,S,S,S,S,S,S,L,L,L,S,S,S,S,S,S,L,L,L,S,S,S
Kerala,Malappuram,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,M,L,S,M,S,S,S,M,M,L,S,S,L,S,S,L,S,S,M,M,M,S,S,S,L,L,L,L,L,L,L,L,L,L,L,L,S,S,S,S,S,S,S,S,S,S,S,S,L,L,L,S,S,S,S,S,S,L,L,L,S,S,S
Kerala,Palakkad,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,M,L,M,M,S,L,S,L,S,M,M,S,M,M,S,L,S,S,S,S,M,S,S,M,L,L,L,L,L,L,L,L,L,L,L,L,S,S,S,S,S,S,S,S,S,S,S,M,L,L,L,S,S,S,S,S,S,L,L,L,S,S,S
Kerala,Pathanamthitta,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,S,M,S,S,S,L,S,M,S,S,M,S,S,L,S,S,M,M,M,S,S,S,L,L,L,L,L,L,L,L,L,L,L,L,S,S,S,S,S,M,S,S,S,M,M,M,L,L,L,S,S,S,S,S,S,L,L,L,S,S,S
Kerala,Thiruvananthapuram,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,M,M,S,L,S,M,M,M,S,S,M,M,S,L,S,S,M,M,M,S,S,M,L,L,L,L,L,L,L,L,L,M,M,L,S,S,S,S,S,S,S,S,S,M,S,M,L,L,L,S,S,S,S,S,S,L,M,L,S,S,S
Kerala,Thrissur,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,M,M,S,L,S,S,L,M,S,S,M,M,S,L,S,S,M,M,M,S,S,S,L,L,L,L,L,L,L,L,L,L,L,L,S,S,S,S,S,S,S,S,S,M,M,M,L,L,L,S,S,S,S,S,S,L,L,L,S,S,S
Kerala,Wayanad,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,M,L,M,M,S,S,S,L,S,M,M,S,M,M,S,M,M,S,S,S,M,S,S,S,M,M,L,L,L,L,L,L,L,L,L,L,S,S,S,S,S,S,S,S,M,S,S,M,L,L,L,S,S,S,S,S,S,L,L,L,S,S,S
Lakshadweep,Lakshadweep,L,L,L,L,L,L,L,L,L,L,L,L,L,L,M,M,S,S,M,S,S,S,S,L,L,S,S,M,M,S,L,S,S,M,M,M,S,S,S,L,L,L,L,L,L,L,L,L,L,L,L,S,S,S,S,S,S,S,S,S,S,S,S,L,M,L,S,M,S,S,S,S,L,L,L,S,S,S
Madhya Pradesh,Alirajpur,M,L,S,M,L,M,S,L,S,L,S,S,L,M,S,S,L,M,M,M,S,S,L,S,M,M,S,M,M,S,L,S,S,S,S,M,S,S,M,S,S,M,M,M,L,S,S,L,S,S,L,S,S,S,S,S,S,S,S,M,S,S,M,L,L,L,S,S,S,S,S,S,M,M,M,M,M,S
Madhya Pradesh,Anuppur,L,L,M,L,L,L,M,L,M,L,S,S,L,M,S,S,L,M,M,M,L,S,L,S,M,M,S,M,M,S,L,S,S,S,S,M,S,S,M,S,S,M,M,M,L,S,S,M,S,S,M,S,S,S,S,S,S,S,S,M,S,S,M,L,L,L,S,S,S,S,S,S,L,L,L,M,M,S
Madhya Pradesh,Ashoknagar,M,L,M,L,L,L,M,L,M,L,S,S,L,S,S,S,M,M,M,S,L,S,L,S,M,M,S,M,M,S,M,M,S,S,S,S,S,S,M,S,S,M,M,M,L,S,S,M,S,S,M,M,M,S,S,S,S,M,S,L,S,S,M,L,L,L,S,S,S,S,S,S,S,S,M,M,M,S
Madhya Pradesh,Balaghat,L,L,L,L,L,L,L,L,L,L,M,S,L,M,S,S,M,M,M,M,L,M,L,S,M,M,S,M,M,S,L,S,S,S,S,M,S,S,S,S,S,M,L,L,L,S,S,M,S,S,M,S,S,S,S,S,S,S,S,M,S,S,M,L,L,L,S,S,S,S,S,S,M,M,M,S,S,S
Madhya Pradesh,Barwani,M,L,M,M,L,M,M,L,M,L,M,S,L,M,S,S,M,M,M,M,L,M,L,S,M,M,S,M,M,S,M,M,S,S,S,M,S,S,L,S,S,M,L,L,L,S,S,M,S,S,M,S,S,S,S,S,S,S,S,M,S,S,M,L,L,L,S,S,S,S,S,S,M,M,M,M,M,S
Madhya Pradesh,Betul,L,L,M,L,L,L,M,L,M,L,M,S,L,M,S,S,M,M,M,M,L,M,L,S,M,M,S,M,M,S,L,S,S,S,S,M,S,S,M,S,S,M,L,M,L,S,S,L,S,S,L,M,M,S,S,S,S,S,S,M,S,S,M,L,L,L,S,S,S,S,S,S,M,M,L,M,M,S
Madhya Pradesh,Bhind,L,L,L,L,L,L,M,L,M,L,S,S,L,S,S,S,M,S,M,S,L,S,L,S,M,M,S,M,M,S,M,M,S,S,S,S,S,S,M,S,S,M,M,S,L,S,S,L,S,S,M,M,M,S,S,S,S,M,M,L,S,S,M,L,L,L,S,S,S,S,S,S,M,S,M,S,S,S
